Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS
BUENOS AIRES,25 de Mayo,25 de Mayo,755,4600,0,2,0,742,0,727
BUENOS AIRES,25 de Mayo,Del Valle,181,0,0,0,10,1,0,0
BUENOS AIRES,25 de Mayo,Gobernador Ugarte,0,0,0,0,0,0,0,181
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,0,782,0,496,16,0,0,185
BUENOS AIRES,25 de Mayo,Lucas Monteverde,0,0,0,0,0,0,0,6
BUENOS AIRES,25 de Mayo,Ernestina,75,0,0,0,0,0,0,0
BUENOS AIRES,25 de Mayo,Pedernales,154,0,0,25,21,0,0,7
BUENOS AIRES,9 de Julio,12 de Octubre,0,0,0,0,0,0,0,19
BUENOS AIRES,9 de Julio,9 de Julio,4241,3553,80,6238,0,0,0,831
BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),450,0,0,0,60,0,0,0
BUENOS AIRES,9 de Julio,Dudignac,0,0,0,0,0,0,0,474
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),193,0,0,2,2,0,0,0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),0,0,0,118,0,0,0,42
BUENOS AIRES,9 de Julio,Patricios,81,0,0,0,0,0,0,50
BUENOS AIRES,9 de Julio,Morea,0,0,0,0,0,0,0,130
BUENOS AIRES,Adolfo Alsina,Carhué,766,0,1,1417,1,0,0,1066
BUENOS AIRES,Adolfo Alsina,Maza,0,0,0,390,0,2,0,14
BUENOS AIRES,Adolfo Alsina,Rivera,0,0,0,1253,0,0,0,0
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,0,0,0,208,0,0,0,0
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,0,0,0,60,0,0,0,0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),464,0,2,943,0,0,0,690
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,0,0,0,654,6,0,0,57
BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,0,0,0,0,0,0,0,46
BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,0,0,0,0,0,0,0,14
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),335,0,6,1,0,0,0,2
BUENOS AIRES,Alberti,Mechita,285,0,0,0,0,0,0,0
BUENOS AIRES,Alberti,Coronel Seguí,0,0,0,0,0,0,0,5
BUENOS AIRES,Alberti,Villa Ortiz  (Est. Coronel Mom),0,0,0,0,0,0,0,24
BUENOS AIRES,Almirante Brown,Adrogué,86,9355,53,12087,91,1,0,26
BUENOS AIRES,Almirante Brown,Burzaco,39,16766,35,12073,14,2,0,309
BUENOS AIRES,Almirante Brown,Claypole,4,7732,3,3987,15,0,0,2
BUENOS AIRES,Almirante Brown,Don Orione,0,5756,0,0,42,0,0,1
BUENOS AIRES,Almirante Brown,Glew,11,9209,10,12012,12,0,0,54
BUENOS AIRES,Almirante Brown,Jose Mármol,0,7604,1,1605,4,0,0,1
BUENOS AIRES,Almirante Brown,Longchamps,16,9478,20,8223,29,0,0,1
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,1,4921,3,787,6,0,0,1
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,3,3666,4,4309,0,0,0,1
BUENOS AIRES,Almirante Brown,Rafael Calzada,9,10941,14,10091,179,0,0,340
BUENOS AIRES,Almirante Brown,San Francisco Solano,3,4418,4,4746,128,0,0,2
BUENOS AIRES,Almirante Brown,San Jose,2,9013,1,1166,1,3,0,1
BUENOS AIRES,Arrecifes,Arrecifes,773,1297,12,6903,0,1,0,1325
BUENOS AIRES,Arrecifes,Todd,0,0,0,341,0,0,0,0
BUENOS AIRES,Arrecifes,Viña,50,0,0,0,0,0,0,30
BUENOS AIRES,Avellaneda,Avellaneda,903,8577,46,7442,168,8,0,79
BUENOS AIRES,Avellaneda,Crucesita,1,4834,0,3047,7,0,0,0
BUENOS AIRES,Avellaneda,Dock Sud,11,630,0,1908,13,0,0,26
BUENOS AIRES,Avellaneda,Gerli,3,5769,0,4826,5,0,0,0
BUENOS AIRES,Avellaneda,Pineyro,9,5704,1,2673,5,0,0,0
BUENOS AIRES,Avellaneda,Sarandí,703,9510,60,13779,43,1,0,1
BUENOS AIRES,Avellaneda,Villa Domínico,15,8462,2,7525,19,0,0,600
BUENOS AIRES,Avellaneda,Wilde,329,12033,62,16620,12,0,0,101
BUENOS AIRES,Ayacucho,Ayacucho,1834,0,2,0,0,0,0,142
BUENOS AIRES,Ayacucho,La Constancia,0,0,0,0,0,0,0,10
BUENOS AIRES,Ayacucho,Solanet,0,0,0,0,0,0,0,27
BUENOS AIRES,Ayacucho,Udaquiola,0,0,0,0,0,1,0,46
BUENOS AIRES,Azul,Azul,1692,14974,48,78,14,2,0,1145
BUENOS AIRES,Azul,Cacharí,0,0,2,0,0,0,0,521
BUENOS AIRES,Azul,Chillar,0,0,0,0,0,1,0,565
BUENOS AIRES,Bahía Blanca,Bahía Blanca,3774,103360,388,14732,64,8,0,2764
BUENOS AIRES,Bahía Blanca,Cabildo,0,193,4,210,2,0,0,66
BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),320,1670,1,2,0,0,0,15
BUENOS AIRES,Bahía Blanca,Ingeniero White,0,0,0,1,0,3,0,0
BUENOS AIRES,Balcarce,Balcarce,1347,11903,36,45,9,0,0,883
BUENOS AIRES,Balcarce,Los Pinos,0,0,0,0,9,0,0,30
BUENOS AIRES,Balcarce,Napaleofú,0,0,0,15,0,0,0,107
BUENOS AIRES,Balcarce,Ramos Otero,0,0,0,0,0,0,0,8
BUENOS AIRES,Balcarce,San Agustín,0,0,0,0,3,0,0,72
BUENOS AIRES,Balcarce,Villa Laguna La Brava,0,0,0,0,0,0,0,42
BUENOS AIRES,Baradero,Baradero,1010,7486,0,85,0,2,0,827
BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),96,0,0,0,10,0,0,248
BUENOS AIRES,Baradero,Irineo Portela,0,0,0,1,0,0,0,78
BUENOS AIRES,Baradero,Santa Coloma,0,0,0,0,0,0,0,55
BUENOS AIRES,Benito Juárez,Barker,0,0,1,10,0,2,0,70
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),650,0,20,563,4,1,0,147
BUENOS AIRES,Benito Juárez,López,0,0,0,4,0,0,0,12
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),0,0,0,20,0,1,0,100
BUENOS AIRES,Berazategui,Berazategui,247,16915,38,29387,23,4,0,49
BUENOS AIRES,Berazategui,Berazategui Oeste,16,130,0,15656,0,0,0,0
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,1,1429,0,1925,2,0,0,0
BUENOS AIRES,Berazategui,Centro Agrícola El Pato,1348,2061,0,672,0,0,0,16
BUENOS AIRES,Berazategui,Guillermo E. Hudson,40,6090,2,9754,3,0,0,0
BUENOS AIRES,Berazategui,Juan María Gutierrez,94,2038,2,5607,0,0,0,90
BUENOS AIRES,Berazategui,Pereyra,0,247,1,431,0,0,0,0
BUENOS AIRES,Berazategui,Plátanos,0,1828,0,2273,1,0,0,0
BUENOS AIRES,Berazategui,Ranelagh,10,2946,13,7764,0,1,0,0
BUENOS AIRES,Berazategui,Villa España,1,1112,0,2328,1,0,0,0
BUENOS AIRES,Berisso,Berisso,3116,14231,21,7668,6,0,0,413
BUENOS AIRES,Berisso,Villa Nueva,0,0,0,132,0,0,0,250
BUENOS AIRES,Berisso,Barrio El Carmen (Este),0,0,0,132,0,0,0,250
BUENOS AIRES,Berisso,Villa Arguello,0,0,0,132,0,0,0,250
BUENOS AIRES,Berisso,Villa Progreso,0,0,0,132,0,0,0,250
BUENOS AIRES,Bolívar,OTROS,0,1,0,1,0,0,0,0
BUENOS AIRES,Bolívar,Pirovano,0,0,0,0,50,0,0,45
BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),727,5211,2,11,0,1,0,255
BUENOS AIRES,Bolívar,Urdampilleta,0,0,5,2,0,0,0,71
BUENOS AIRES,Bolívar,Hale,10,0,0,0,0,0,0,0
BUENOS AIRES,Bolívar,Juan F. Ibarra,0,0,0,1,0,0,0,0
BUENOS AIRES,Bragado,Bragado,500,3107,10,249,0,0,0,212
BUENOS AIRES,Bragado,General O'Brien,321,0,0,83,0,0,0,36
BUENOS AIRES,Bragado,Irala,0,2,0,0,0,0,0,22
BUENOS AIRES,Bragado,Mechita (Est. Mecha),10,8,0,0,0,0,0,8
BUENOS AIRES,Bragado,Warnes,135,0,0,0,9,0,0,7
BUENOS AIRES,Bragado,Comodoro Py,0,0,0,220,0,0,0,2
BUENOS AIRES,Bragado,Olascoaga,0,0,0,0,0,0,0,40
BUENOS AIRES,Brandsen,Coronel Brandsen,1250,420,1,3393,1,0,0,1208
BUENOS AIRES,Brandsen,Jeppener,815,0,0,2,0,0,0,0
BUENOS AIRES,Campana,Campana,808,18717,1,11565,20,3,0,44
BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),0,56,0,0,0,0,0,0
BUENOS AIRES,Campana,Alto Los Cardales,0,0,0,253,0,0,0,41
BUENOS AIRES,Campana,Barrio Los Pioneros,0,0,0,0,0,0,0,60
BUENOS AIRES,Campana,Chacras Del Río Luján,0,0,0,0,0,0,0,35
BUENOS AIRES,Cañuelas,Alejandro Petión,102,894,7,0,0,0,0,41
BUENOS AIRES,Cañuelas,Barrio El Taladro,0,0,0,200,0,0,0,0
BUENOS AIRES,Cañuelas,Cañuelas,909,5206,30,2419,0,1,0,526
BUENOS AIRES,Cañuelas,Máximo Paz,0,2536,0,1,0,0,0,270
BUENOS AIRES,Cañuelas,Santa Rosa,0,0,0,0,0,2,0,233
BUENOS AIRES,Cañuelas,Uribelarrea,63,0,0,686,0,0,0,141
BUENOS AIRES,Cañuelas,Vicente Casares,175,0,2,0,0,0,0,25
BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,0,0,0,0,0,0,0,48
BUENOS AIRES,Cañuelas,Gobernador Udaondo,0,0,0,1,0,0,0,20
BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,144,4200,0,131,0,0,0,89
BUENOS AIRES,Capitán Sarmiento,La Luisa,0,0,0,0,0,0,0,44
BUENOS AIRES,Carlos Casares,Cadret,0,0,0,0,1,0,0,48
BUENOS AIRES,Carlos Casares,Carlos Casares,1167,2,7,3056,0,0,0,2461
BUENOS AIRES,Carlos Casares,La Sofía,0,0,0,0,0,0,0,1
BUENOS AIRES,Carlos Casares,Moctezuma,0,0,0,0,0,0,0,161
BUENOS AIRES,Carlos Casares,Santo Tomás,0,0,0,0,0,0,0,44
BUENOS AIRES,Carlos Casares,Smith,0,0,0,0,0,0,0,190
BUENOS AIRES,Carlos Casares,Mauricio Hirsch,0,0,0,0,0,0,0,47
BUENOS AIRES,Carlos Casares,Bellocq,0,0,1,0,0,0,0,0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,12,1263,1,68,0,0,0,499
BUENOS AIRES,Carlos Tejedor,Colonia Seré,0,0,0,50,0,0,0,77
BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),0,0,0,0,0,1,0,198
BUENOS AIRES,Carlos Tejedor,Curarú,0,0,0,0,0,0,0,16
BUENOS AIRES,Carlos Tejedor,Timote,0,0,0,0,0,0,0,61
BUENOS AIRES,Carmen de Areco,Carmen de Areco,322,1750,5,8,1,0,0,1045
BUENOS AIRES,Carmen de Areco,Pueblo Gouin,0,0,0,0,0,0,0,31
BUENOS AIRES,Carmen de Areco,Tres Sargentos,0,0,0,0,0,0,0,107
BUENOS AIRES,Castelli,Castelli,52,1109,0,1121,0,2,0,28
BUENOS AIRES,Castelli,Centro Guerrero,0,0,0,46,0,0,0,3
BUENOS AIRES,Castelli,Cerro De La Gloria,0,0,0,7,0,0,0,0
BUENOS AIRES,Chacabuco,Castilla,0,0,0,0,0,0,0,274
BUENOS AIRES,Chacabuco,Chacabuco,1334,10152,15,1924,0,0,0,130
BUENOS AIRES,Chacabuco,O'Higgins,260,0,0,220,0,0,0,12
BUENOS AIRES,Chacabuco,Rawson,59,0,0,383,0,0,0,134
BUENOS AIRES,Chascomús,Chascomús,1847,8030,79,1166,0,1,0,0
BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),98,2000,0,2,0,0,444,0
BUENOS AIRES,Chascomús,Barrio San Cayetano,0,0,0,132,0,0,0,0
BUENOS AIRES,Chivilcoy,Chivilcoy,2031,9012,117,4061,1,1,0,5530
BUENOS AIRES,Chivilcoy,La Rica,39,0,0,0,2,0,0,97
BUENOS AIRES,Chivilcoy,Moquehuá,0,338,0,563,0,0,0,30
BUENOS AIRES,Chivilcoy,Ramón Biaus,3,0,0,0,0,0,0,77
BUENOS AIRES,Chivilcoy,San Sebastián,3,0,0,0,0,0,0,49
BUENOS AIRES,Chivilcoy,Gorostiaga,55,0,0,0,0,0,0,2
BUENOS AIRES,Chivilcoy,Benitez,0,0,0,0,0,0,0,19
BUENOS AIRES,Chivilcoy,Emilio Ayarza,0,0,0,0,0,0,0,5
BUENOS AIRES,Colón,Colón,4051,1796,0,4968,0,0,0,20
BUENOS AIRES,Colón,Sarasa,0,0,0,0,0,0,0,14
BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,0,0,0,0,0,1,0,0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),634,21404,47,11,0,6,0,0
BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),0,0,0,165,0,0,0,0
BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,0,0,0,0,0,0,0,42
BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,0,0,0,25,0,0,0,53
BUENOS AIRES,Coronel de Marina L. Rosales,Villa del Mar,0,0,0,101,0,0,0,0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,204,1414,3,8,0,0,0,32
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),0,0,0,32,0,0,0,5
BUENOS AIRES,Coronel Dorrego,Oriente,0,0,0,607,0,0,0,48
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,0,0,0,402,0,0,0,0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),555,2056,3,5,0,0,0,171
BUENOS AIRES,Coronel Pringles,Indio Rico,0,0,1,24,0,0,0,3
BUENOS AIRES,Coronel Suárez,Coronel Suárez,691,2932,84,1612,0,0,0,785
BUENOS AIRES,Coronel Suárez,Huanguelén,0,0,1,1630,0,0,0,536
BUENOS AIRES,Coronel Suárez,Pasman,0,0,0,0,0,0,0,71
BUENOS AIRES,Coronel Suárez,San José,0,62,0,795,0,0,0,0
BUENOS AIRES,Coronel Suárez,Santa María,0,26,0,516,0,0,0,0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,0,78,0,648,0,0,0,0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,0,104,0,127,0,0,0,0
BUENOS AIRES,Daireaux,Daireaux,226,0,0,0,194,50,0,339
BUENOS AIRES,Daireaux,Salazar,0,0,0,0,0,0,0,79
BUENOS AIRES,Dolores,Dolores,1045,10677,1,531,0,0,325,0
BUENOS AIRES,Dolores,Sevigne,0,0,0,0,0,0,0,1
BUENOS AIRES,Ensenada,Ensenada,1196,11744,16,2926,13,0,0,2092
BUENOS AIRES,Ensenada,Villa Catela,0,0,0,0,0,0,0,7
BUENOS AIRES,Escobar,Belen de Escobar,1415,16859,21,12302,388,1,0,99
BUENOS AIRES,Escobar,El Cazador,0,972,0,2588,0,0,0,0
BUENOS AIRES,Escobar,Garín,3400,10274,3,4786,8,1,0,11
BUENOS AIRES,Escobar,Ingeniero Maschwitz,306,4280,3,4082,7,0,0,300
BUENOS AIRES,Escobar,Loma Verde,0,0,0,1373,0,0,0,0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),185,5034,0,131,2,0,0,14
BUENOS AIRES,Escobar,Matheu,700,2723,2,64,3,1,0,58
BUENOS AIRES,Esteban Echeverría,9 De Abril,54,7100,6,12,4,0,0,153
BUENOS AIRES,Esteban Echeverría,Canning,2,4017,0,1173,7,0,0,60
BUENOS AIRES,Esteban Echeverría,El Jagüel,0,5826,0,4,18,1,0,89
BUENOS AIRES,Esteban Echeverría,Luis Guillón,3,7670,2,1809,20,0,0,77
BUENOS AIRES,Esteban Echeverría,Monte Grande,60,27615,57,28466,102,3,0,662
BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,1,0,0,0,0,0,0,341
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,0,0,0,0,0,0,0,164
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),294,0,5,100,0,0,0,0
BUENOS AIRES,Exaltación de la Cruz,Los Cardales,0,7649,2,146,0,2,0,31
BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,0,0,0,0,0,0,0,5
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,1140,0,0,1917,0,0,0,164
BUENOS AIRES,Exaltación de la Cruz,El Remanso,397,0,0,335,0,0,0,43
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,61,0,2,7,0,1,0,0
BUENOS AIRES,Ezeiza,Canning,58,1895,1,1255,18,0,0,79
BUENOS AIRES,Ezeiza,Carlos Spegazzini,23,4726,2,1979,2,1,0,2
BUENOS AIRES,Ezeiza,José Maria Ezeiza,33,12948,13,13653,75,2,0,91
BUENOS AIRES,Ezeiza,La Unión,0,8420,1,836,1,2,0,0
BUENOS AIRES,Ezeiza,OTROS,3,1,0,5,0,0,0,0
BUENOS AIRES,Ezeiza,Tristán Suarez,34,10030,5,5319,5,0,0,3
BUENOS AIRES,Florencio Varela,Bosques,0,6917,3,6427,17,0,0,266
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,3,2289,4,4541,0,0,0,0
BUENOS AIRES,Florencio Varela,Florencio Varela,314,16290,28,31866,330,2,0,810
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,0,7005,5,2805,1,0,0,0
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,424,5318,0,2071,5,0,0,0
BUENOS AIRES,Florencio Varela,La Capilla,0,0,0,3,0,0,0,0
BUENOS AIRES,Florencio Varela,la rotonda,30,0,0,42,0,0,0,0
BUENOS AIRES,Florencio Varela,Villa Brown,0,514,0,316,0,0,0,0
BUENOS AIRES,Florencio Varela,Villa San Luis,0,891,0,312,0,0,0,0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,3,3339,1,373,0,0,0,0
BUENOS AIRES,Florencio Varela,Villa Vatteone,4,3860,0,3984,1,0,0,0
BUENOS AIRES,Florentino Ameghino,Blaquier,0,0,0,0,0,1,0,5
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,49,0,0,330,0,0,0,0
BUENOS AIRES,Florentino Ameghino,Porvenir,0,0,0,0,0,0,0,2
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,0,0,3,930,0,1,0,32
BUENOS AIRES,General Alvarado,Mar del Sur,0,0,1,0,0,0,0,142
BUENOS AIRES,General Alvarado,Mechongué,256,0,0,0,0,0,0,3
BUENOS AIRES,General Alvarado,Miramar,4318,1587,71,3530,2,2,0,960
BUENOS AIRES,General Alvarado,Centinela Del Mar,0,0,0,0,0,0,0,1
BUENOS AIRES,General Arenales,Arribeños,218,401,1,291,16,0,0,274
BUENOS AIRES,General Arenales,Ascensión,1200,395,0,0,250,0,0,140
BUENOS AIRES,General Arenales,Ferré,0,152,0,391,0,0,0,383
BUENOS AIRES,General Arenales,General Arenales,0,863,1,439,0,0,0,367
BUENOS AIRES,General Arenales,La Angelita,26,0,0,0,2,0,0,73
BUENOS AIRES,General Arenales,La Trinidad,0,15,0,2,0,0,0,114
BUENOS AIRES,General Belgrano,General Belgrano,433,1916,5,2,0,1,0,884
BUENOS AIRES,General Belgrano,Gorchs,0,0,0,0,0,1,0,44
BUENOS AIRES,General Guido,General Guido,0,0,1,302,0,0,0,228
BUENOS AIRES,General Guido,Labarden,0,0,0,0,0,0,0,72
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,352,486,8,6473,0,1,0,0
BUENOS AIRES,General La Madrid,General La Madrid,1948,0,70,1149,0,0,0,265
BUENOS AIRES,General La Madrid,Las Martinetas,0,0,0,0,0,0,0,16
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),156,2222,3,0,1,0,0,1
BUENOS AIRES,General Las Heras,Lozano,0,0,0,0,0,1,0,0
BUENOS AIRES,General Las Heras,Villars,0,270,1,1,0,0,0,0
BUENOS AIRES,General Lavalle,General Lavalle,0,358,0,4,0,1,0,69
BUENOS AIRES,General Lavalle,OTROS,0,0,0,1,0,0,0,0
BUENOS AIRES,General Lavalle,Pavón,0,0,0,201,22,0,0,3
BUENOS AIRES,General Lavalle,Chacras de San Clemente,0,0,0,0,0,0,0,1
BUENOS AIRES,General Paz,Loma Verde,0,0,0,0,0,0,0,205
BUENOS AIRES,General Paz,Ranchos,1202,0,10,976,0,0,0,1552
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),0,0,0,0,0,0,0,166
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),244,0,0,5,0,0,0,21
BUENOS AIRES,General Pinto,General Pinto,0,0,3,0,0,1,0,0
BUENOS AIRES,General Pinto,Germania  (Est. Mayor José Orellano),1112,0,0,0,0,0,0,0
BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),0,0,0,332,0,2,0,0
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,0,0,0,0,0,0,0,55
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,0,0,0,0,0,0,0,99
BUENOS AIRES,General Pueyrredón,Barrio El Casal,0,0,0,0,0,0,0,94
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,0,0,0,25,0,0,0,87
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,0,0,0,0,0,0,0,350
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,0,0,0,127,0,0,0,97
BUENOS AIRES,General Pueyrredón,Batán,1313,0,0,1514,0,1,0,607
BUENOS AIRES,General Pueyrredón,Chapadmalal,0,0,0,2946,0,1,0,479
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,246,0,0,93,0,0,0,208
BUENOS AIRES,General Pueyrredón,Mar del Plata,9494,115206,512,149753,35,6,0,1460
BUENOS AIRES,General Pueyrredón,OTROS,0,0,0,151,0,0,0,0
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,358,0,0,644,434,0,0,222
BUENOS AIRES,General Pueyrredón,Camet,542,0,0,1788,0,0,0,361
BUENOS AIRES,General Pueyrredón,El Marquesado,0,0,0,0,0,0,0,8
BUENOS AIRES,General Rodríguez,General Rodríguez,666,13030,20,8685,6075,1,0,504
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,0,0,0,2,0,0,0,0
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,0,0,3,3454,0,0,0,2
BUENOS AIRES,General San Martín,Billinghurst,0,993,0,3538,0,0,0,0
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,275,28504,5,6383,114,4,0,4
BUENOS AIRES,General San Martín,OTROS,11,0,0,0,0,0,0,0
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,0,97,0,0,10,0,0,0
BUENOS AIRES,General San Martín,Villa Ayacucho,0,157,0,440,0,0,0,0
BUENOS AIRES,General San Martín,Villa Ballester,111,22320,1,9007,153,0,0,347
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,0,544,0,1055,17,0,0,0
BUENOS AIRES,General San Martín,Villa Chacabuco,0,797,0,15,44,0,0,0
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,0,1366,0,2110,36,0,0,0
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,0,531,0,844,25,0,0,0
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,0,3092,0,2681,107,0,0,0
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,0,1280,0,2415,68,0,0,0
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,0,593,0,1145,24,0,0,0
BUENOS AIRES,General San Martín,Villa Godoy Cruz,0,693,0,1293,30,0,0,0
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,0,1100,0,2459,37,0,0,382
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,0,1020,0,2241,54,0,0,0
BUENOS AIRES,General San Martín,Villa José León Suarez,177,3479,0,723,16,0,0,2210
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,0,1107,0,2705,38,0,0,0
BUENOS AIRES,General San Martín,Villa Libertad,0,1133,0,2508,47,0,0,0
BUENOS AIRES,General San Martín,Villa Lynch,26,2466,2,13,17,0,0,0
BUENOS AIRES,General San Martín,Villa Maipu,0,1638,0,3179,72,0,0,545
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,0,674,0,1199,26,0,0,0
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,0,207,0,356,7,0,0,0
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,0,190,0,407,39,0,0,0
BUENOS AIRES,General San Martín,Villa San Andrés,44,5904,0,1249,35,0,0,586
BUENOS AIRES,General San Martín,Villa Yapeyú,0,265,0,540,13,0,0,0
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,0,5,0,0,0,0,0,0
BUENOS AIRES,General Viamonte,Baigorrita,562,0,0,0,0,0,0,61
BUENOS AIRES,General Viamonte,Los Toldos,214,0,1,4453,0,0,0,47
BUENOS AIRES,General Viamonte,Zavalía,0,0,0,0,0,0,0,31
BUENOS AIRES,General Villegas,Banderaló,0,0,0,0,250,1,0,0
BUENOS AIRES,General Villegas,Cañada Seca,0,0,0,0,200,0,0,0
BUENOS AIRES,General Villegas,Coronel Charlone,317,0,0,60,0,1,0,0
BUENOS AIRES,General Villegas,Emilio V. Bunge,0,0,0,0,0,1,0,0
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),96,2,0,4255,0,2,0,46
BUENOS AIRES,General Villegas,Piedritas,368,0,0,189,0,1,0,58
BUENOS AIRES,General Villegas,Santa Regina,0,136,0,0,0,0,0,0
BUENOS AIRES,Guaminí,Casbas,0,0,1,0,1,0,0,128
BUENOS AIRES,Guaminí,Guaminí,0,0,0,75,11,0,0,351
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),124,0,0,237,58,0,0,129
BUENOS AIRES,Guaminí,Arroyo Venado,0,0,0,0,0,0,0,39
BUENOS AIRES,Guaminí,Garré,0,0,0,288,0,0,0,0
BUENOS AIRES,Hipólito Yrigoyen,Henderson,79,0,1,0,0,0,0,810
BUENOS AIRES,Hurlingham,Hurlingham,297,16102,56,17795,365,1,0,499
BUENOS AIRES,Hurlingham,Villa Santos Tesei,15,7503,27,13881,172,0,0,114
BUENOS AIRES,Hurlingham,William C. Morris,0,21,0,14,0,0,0,392
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,148,27488,114,24898,667,3,0,199
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,0,0,0,0,0,0,0,30
BUENOS AIRES,Ituzaingó,OTROS,2,0,0,2,0,0,0,0
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,10,9033,9,3547,276,0,0,378
